sample cellID x y
s4c10 214_14 172.0 408.0
s4c10 214_15 156.0 400.0
s4c10 216_18 154.0 368.0
s4c10 216_19 167.0 368.0
s4c10 216_20 124.0 357.0
s4c10 216_21 138.0 352.0
s4c1 48_1 394.0 297.0
s4c1 48_2 394.0 279.0
s4c1 51_3 370.0 273.0
s4c1 51_4 359.0 272.0
s4c1 99_3 394.0 268.0
s4c1 99_4 383.0 258.0
s4c1 112_4 350.0 280.0
s4c1 112_5 339.0 279.0
s4c1 113_1 398.0 288.0
s4c1 113_2 387.0 283.0
s4c1 147_3 412.0 278.0
s4c1 147_4 413.0 266.0
s4c1 152_5 377.0 225.0
s4c1 152_6 352.0 220.0
s4c1 161_8 322.0 285.0
s4c1 161_9 324.0 270.0
s4c1 162_2 386.0 268.0
s4c1 162_3 393.0 253.0
s4c1 163_8 369.0 287.0
s4c1 163_9 379.0 281.0
s4c1 167_1 399.0 289.0
s4c1 167_2 395.0 279.0
s4c1 198_4 403.0 248.0
s4c1 198_5 410.0 233.0
s4c1 204_1 403.0 299.0
s4c1 204_2 407.0 285.0
s4c1 204_4 389.0 260.0
s4c1 204_5 378.0 254.0
s4c1 205_10 372.0 280.0
s4c1 205_11 368.0 264.0
s4c1 205_12 335.0 307.0
s4c1 205_13 331.0 296.0
s4c1 205_14 346.0 282.0
s4c1 205_15 345.0 265.0
s4c1 209_3 394.0 282.0
s4c1 209_4 401.0 269.0
s4c1 210_9 359.0 295.0
s4c1 210_10 367.0 288.0
s4c2 6_1 314.0 281.0
s4c2 6_2 305.0 279.0
s4c2 53_2 310.0 284.0
s4c2 53_3 304.0 268.0
s4c2 99_1 326.0 326.0
s4c2 99_2 325.0 318.0
s4c2 107_3 302.0 275.0
s4c2 107_4 298.0 260.0
s4c2 143_2 287.0 253.0
s4c2 143_3 275.0 254.0
s4c2 150_1 298.0 282.0
s4c2 150_2 301.0 269.0
s4c2 181_3 291.0 263.0
s4c2 181_4 306.0 256.0
s4c2 186_5 276.0 257.0
s4c2 186_6 265.0 254.0
s4c2 190_2 303.0 267.0
s4c2 190_3 316.0 261.0
s4c2 191_1 301.0 292.0
s4c2 191_2 287.0 290.0
s4c3 37_1 325.0 97.0
s4c3 37_2 340.0 95.0
s4c3 42_3 345.0 68.0
s4c3 42_4 348.0 60.0
s4c3 90_2 341.0 89.0
s4c3 90_3 352.0 81.0
s4c3 94_1 324.0 107.0
s4c3 94_2 309.0 109.0
s4c3 97_5 329.0 88.0
s4c3 97_6 318.0 81.0
s4c3 136_7 340.0 86.0
s4c3 136_8 340.0 71.0
s4c3 155_2 300.0 132.0
s4c3 155_3 301.0 120.0
s4c3 156_7 317.0 91.0
s4c3 156_8 312.0 79.0
s4c3 157_4 348.0 116.0
s4c3 157_5 348.0 108.0
s4c3 158_1 367.0 149.0
s4c3 158_2 356.0 138.0
s4c3 159_7 362.0 98.0
s4c3 159_8 354.0 106.0
s4c3 162_9 330.0 123.0
s4c3 162_10 337.0 111.0
s4c3 188_14 379.0 70.0
s4c3 188_15 364.0 73.0
s4c3 195_13 336.0 96.0
s4c3 195_14 341.0 85.0
s4c3 203_12 324.0 81.0
s4c3 203_13 339.0 81.0
s4c3 205_1 375.0 159.0
s4c3 205_2 367.0 150.0
s4c3 207_4 301.0 141.0
s4c3 207_5 310.0 128.0
s4c3 207_13 311.0 103.0
s4c3 207_14 324.0 96.0
s4c3 208_6 285.0 131.0
s4c3 208_7 296.0 127.0
s4c3 208_9 386.0 102.0
s4c3 208_10 370.0 88.0
s4c3 209_3 381.0 137.0
s4c3 209_4 371.0 134.0
s4c3 215_9 362.0 132.0
s4c3 215_10 356.0 120.0
s4c3 215_13 390.0 86.0
s4c3 215_14 387.0 75.0
s4c3 216_17 359.0 107.0
s4c3 216_18 366.0 107.0
s4c4 30_1 294.0 110.0
s4c4 30_2 292.0 92.0
s4c4 84_1 305.0 105.0
s4c4 84_2 288.0 104.0
s4c4 87_3 301.0 95.0
s4c4 87_4 311.0 88.0
s4c4 148_1 292.0 121.0
s4c4 148_2 298.0 103.0
s4c4 151_3 312.0 98.0
s4c4 151_4 297.0 83.0
s4c4 196_3 314.0 114.0
s4c4 196_4 329.0 115.0
s4c4 197_1 288.0 131.0
s4c4 197_2 289.0 122.0
s4c4 198_3 299.0 100.0
s4c4 198_4 289.0 85.0
s4c4 202_7 308.0 92.0
s4c4 202_8 304.0 75.0
s4c5 44_2 281.0 259.0
s4c5 44_3 269.0 250.0
s4c5 55_1 279.0 266.0
s4c5 55_2 266.0 266.0
s4c5 93_3 295.0 285.0
s4c5 93_4 293.0 275.0
s4c5 104_5 270.0 255.0
s4c5 104_6 255.0 256.0
s4c5 111_2 252.0 283.0
s4c5 111_3 263.0 272.0
s4c5 139_3 288.0 303.0
s4c5 139_4 307.0 298.0
s4c5 145_5 274.0 289.0
s4c5 145_6 287.0 281.0
s4c5 151_1 258.0 291.0
s4c5 151_2 250.0 292.0
s4c5 154_8 269.0 257.0
s4c5 154_9 275.0 246.0
s4c5 159_10 259.0 257.0
s4c5 159_11 250.0 247.0
s4c5 165_3 251.0 283.0
s4c5 165_4 262.0 279.0
s4c5 178_5 285.0 315.0
s4c5 178_6 272.0 300.0
s4c5 185_7 321.0 324.0
s4c5 185_8 312.0 310.0
s4c5 189_12 284.0 243.0
s4c5 189_13 296.0 232.0
s4c5 191_9 273.0 291.0
s4c5 191_10 271.0 278.0
s4c5 193_16 224.0 249.0
s4c5 193_17 228.0 240.0
s4c5 195_11 292.0 278.0
s4c5 195_12 284.0 280.0
s4c5 199_13 262.0 268.0
s4c5 199_14 262.0 252.0
s4c5 203_17 246.0 256.0
s4c5 203_18 253.0 243.0
s4c5 206_2 237.0 289.0
s4c5 206_3 231.0 281.0
s4c5 212_1 249.0 302.0
s4c5 212_2 258.0 299.0
s4c5 213_6 294.0 338.0
s4c5 213_7 309.0 329.0
s4c6 19_1 253.0 257.0
s4c6 19_2 259.0 259.0
s4c6 57_2 251.0 258.0
s4c6 57_3 265.0 257.0
s4c6 63_1 238.0 262.0
s4c6 63_2 244.0 251.0
s4c6 108_1 228.0 266.0
s4c6 108_2 241.0 263.0
s4c6 113_3 233.0 244.0
s4c6 113_4 249.0 244.0
s4c6 152_1 224.0 263.0
s4c6 152_2 219.0 252.0
s4c6 153_3 234.0 279.0
s4c6 153_4 240.0 268.0
s4c6 163_5 189.0 235.0
s4c6 163_6 183.0 224.0
s4c6 163_7 262.0 239.0
s4c6 163_8 271.0 235.0
s4c6 194_4 235.0 268.0
s4c6 194_5 244.0 259.0
s4c6 200_3 244.0 288.0
s4c6 200_4 242.0 275.0
s4c6 201_1 216.0 277.0
s4c6 201_2 218.0 263.0
s4c6 206_3 207.0 248.0
s4c6 206_4 214.0 237.0
s4c6 207_10 207.0 220.0
s4c6 207_11 216.0 209.0
s4c6 209_13 295.0 227.0
s4c6 209_14 293.0 218.0
s4c6 214_12 237.0 252.0
s4c6 214_13 232.0 240.0
s4c7 33_1 197.0 309.0
s4c7 33_2 189.0 303.0
s4c7 79_1 206.0 308.0
s4c7 79_2 192.0 311.0
s4c7 118_1 205.0 304.0
s4c7 118_2 203.0 311.0
s4c7 123_3 193.0 322.0
s4c7 123_4 195.0 308.0
s4c7 127_5 178.0 331.0
s4c7 127_6 179.0 318.0
s4c7 155_1 236.0 303.0
s4c7 155_2 220.0 298.0
s4c7 158_3 213.0 324.0
s4c7 158_4 201.0 316.0
s4c7 162_6 209.0 306.0
s4c7 162_7 199.0 299.0
s4c7 166_8 165.0 338.0
s4c7 166_9 181.0 329.0
s4c7 167_10 178.0 305.0
s4c7 167_11 190.0 309.0
s4c7 190_1 236.0 312.0
s4c7 190_2 230.0 301.0
s4c7 191_3 209.0 298.0
s4c7 191_4 220.0 297.0
s4c7 196_6 202.0 303.0
s4c7 196_7 199.0 288.0
s4c7 197_10 183.0 313.0
s4c7 197_11 180.0 299.0
s4c7 198_5 214.0 310.0
s4c7 198_6 204.0 309.0
s4c7 202_13 201.0 321.0
s4c7 202_14 192.0 315.0
s4c7 204_9 167.0 351.0
s4c7 204_10 152.0 339.0
s4c7 204_11 196.0 336.0
s4c7 204_12 182.0 331.0
s4c8 8_1 258.0 323.0
s4c8 8_2 266.0 323.0
s4c8 72_1 248.0 327.0
s4c8 72_2 236.0 320.0
s4c8 84_3 258.0 330.0
s4c8 84_4 247.0 315.0
s4c8 128_2 234.0 316.0
s4c8 128_3 247.0 311.0
s4c8 134_1 246.0 336.0
s4c8 134_2 248.0 322.0
s4c8 171_4 253.0 322.0
s4c8 171_5 264.0 311.0
s4c8 180_1 255.0 358.0
s4c8 180_2 239.0 354.0
s4c8 181_4 244.0 337.0
s4c8 181_5 224.0 333.0
s4c8 182_3 257.0 333.0
s4c8 182_4 249.0 327.0
s4c8 210_7 251.0 321.0
s4c8 210_8 238.0 306.0
s4c9 177_1 198.0 381.0
s4c9 177_2 195.0 375.0
s5c10 7_1 189.0 167.0
s5c10 7_2 185.0 174.0
s5c10 55_2 187.0 193.0
s5c10 55_3 190.0 182.0
s5c10 58_1 203.0 178.0
s5c10 58_2 195.0 164.0
s5c10 94_3 174.0 203.0
s5c10 94_4 166.0 188.0
s5c10 99_2 176.0 166.0
s5c10 99_3 182.0 157.0
s5c10 99_6 177.0 187.0
s5c10 99_7 189.0 188.0
s5c10 115_1 203.0 196.0
s5c10 115_2 194.0 189.0
s5c10 139_5 142.0 226.0
s5c10 139_6 155.0 224.0
s5c10 139_7 155.0 190.0
s5c10 139_8 159.0 176.0
s5c10 142_3 187.0 164.0
s5c10 142_4 169.0 166.0
s5c10 145_5 181.0 151.0
s5c10 145_6 193.0 144.0
s5c10 149_12 173.0 200.0
s5c10 149_13 191.0 201.0
s5c10 150_11 161.0 209.0
s5c10 150_12 150.0 209.0
s5c10 163_1 215.0 209.0
s5c10 163_2 209.0 201.0
s5c10 171_3 195.0 187.0
s5c10 171_4 178.0 173.0
s5c10 179_5 198.0 158.0
s5c10 179_6 185.0 147.0
s5c10 184_12 137.0 186.0
s5c10 184_13 154.0 191.0
s5c10 184_14 142.0 173.0
s5c10 184_15 157.0 170.0
s5c10 185_10 127.0 232.0
s5c10 185_11 121.0 216.0
s5c10 186_12 142.0 229.0
s5c10 186_13 139.0 216.0
s5c10 187_7 135.0 162.0
s5c10 187_8 126.0 148.0
s5c10 192_9 165.0 146.0
s5c10 192_10 158.0 128.0
s5c10 194_22 165.0 201.0
s5c10 194_23 167.0 187.0
s5c10 195_20 128.0 199.0
s5c10 195_21 117.0 191.0
s5c10 195_25 177.0 211.0
s5c10 195_26 189.0 201.0
s5c10 196_22 151.0 215.0
s5c10 196_23 151.0 201.0
s5c10 201_11 206.0 146.0
s5c10 201_12 201.0 135.0
s5c10 206_1 215.0 220.0
s5c10 206_2 203.0 214.0
s5c10 206_3 212.0 178.0
s5c10 206_4 200.0 169.0
s5c10 209_5 194.0 178.0
s5c10 209_6 185.0 172.0
s5c10 213_7 170.0 163.0
s5c10 213_8 185.0 153.0
s5c11 66_1 116.0 226.0
s5c11 66_2 118.0 210.0
s5c11 114_2 119.0 273.0
s5c11 114_3 110.0 252.0
s5c11 131_1 110.0 260.0
s5c11 131_2 93.0 251.0
s5c11 154_1 107.0 275.0
s5c11 154_2 123.0 270.0
s5c11 162_3 103.0 241.0
s5c11 162_4 108.0 220.0
s5c11 196_1 108.0 277.0
s5c11 196_2 101.0 276.0
s5c11 197_3 121.0 259.0
s5c11 197_4 105.0 259.0
s5c11 203_5 102.0 249.0
s5c11 203_6 90.0 237.0
s5c11 206_7 113.0 232.0
s5c11 206_8 101.0 220.0
s5c12 43_2 175.0 301.0
s5c12 43_3 167.0 300.0
s5c12 45_1 155.0 310.0
s5c12 45_2 166.0 309.0
s5c12 86_3 177.0 295.0
s5c12 86_4 169.0 307.0
s5c12 87_5 153.0 306.0
s5c12 87_6 161.0 293.0
s5c12 99_1 139.0 293.0
s5c12 99_2 150.0 293.0
s5c12 99_3 167.0 314.0
s5c12 99_4 154.0 308.0
s5c12 125_5 179.0 277.0
s5c12 125_6 192.0 268.0
s5c12 130_7 145.0 294.0
s5c12 130_8 163.0 294.0
s5c12 131_9 156.0 314.0
s5c12 131_10 142.0 302.0
s5c12 133_9 169.0 295.0
s5c12 133_10 173.0 281.0
s5c12 144_1 176.0 315.0
s5c12 144_2 165.0 305.0
s5c12 163_5 198.0 300.0
s5c12 163_6 194.0 285.0
s5c12 164_3 138.0 306.0
s5c12 164_4 149.0 302.0
s5c12 166_5 188.0 267.0
s5c12 166_6 172.0 267.0
s5c12 170_10 166.0 297.0
s5c12 170_11 176.0 294.0
s5c12 171_9 141.0 284.0
s5c12 171_10 149.0 271.0
s5c12 173_15 191.0 305.0
s5c12 173_16 181.0 305.0
s5c12 177_13 164.0 312.0
s5c12 177_14 175.0 311.0
s5c12 179_18 170.0 284.0
s5c12 179_19 177.0 274.0
s5c12 181_15 149.0 292.0
s5c12 181_16 138.0 285.0
s5c12 200_7 209.0 302.0
s5c12 200_8 210.0 288.0
s5c12 204_5 200.0 334.0
s5c12 204_6 216.0 328.0
s5c12 205_3 191.0 295.0
s5c12 205_4 197.0 283.0
s5c12 206_5 160.0 279.0
s5c12 206_6 152.0 265.0
s5c12 206_11 113.0 290.0
s5c12 206_12 124.0 283.0
s5c12 208_1 131.0 302.0
s5c12 208_2 117.0 298.0
s5c12 210_16 196.0 303.0
s5c12 210_17 199.0 294.0
s5c12 210_22 200.0 323.0
s5c12 210_23 207.0 310.0
s5c12 214_3 133.0 317.0
s5c12 214_4 143.0 314.0
s5c12 214_15 139.0 279.0
s5c12 214_16 155.0 273.0
s5c12 214_26 160.0 313.0
s5c12 214_27 169.0 305.0
s5c12 216_17 151.0 299.0
s5c12 216_18 160.0 285.0
s5c13 63_2 127.0 359.0
s5c13 63_3 117.0 352.0
s5c13 64_1 114.0 365.0
s5c13 64_2 107.0 357.0
s5c13 119_1 121.0 369.0
s5c13 119_2 121.0 353.0
s5c13 120_3 91.0 340.0
s5c13 120_4 110.0 339.0
s5c13 123_5 136.0 372.0
s5c13 123_6 140.0 359.0
s5c13 165_1 124.0 373.0
s5c13 165_2 132.0 365.0
s5c13 165_5 114.0 342.0
s5c13 165_6 105.0 325.0
s5c13 167_3 118.0 353.0
s5c13 167_4 132.0 344.0
s5c13 169_5 98.0 331.0
s5c13 169_6 93.0 320.0
s5c13 183_9 148.0 380.0
s5c13 183_10 131.0 369.0
s5c13 190_11 138.0 353.0
s5c13 190_12 148.0 342.0
s5c13 209_8 107.0 319.0
s5c13 209_9 96.0 320.0
s5c13 210_1 119.0 381.0
s5c13 210_2 134.0 381.0
s5c13 210_5 142.0 344.0
s5c13 210_6 134.0 330.0
s5c13 212_9 119.0 349.0
s5c13 212_10 102.0 347.0
s5c13 215_3 148.0 371.0
s5c13 215_4 143.0 367.0
s5c13 216_5 116.0 362.0
s5c13 216_6 130.0 352.0
s5c13 216_10 80.0 319.0
s5c13 216_11 91.0 316.0
s5c1 50_1 351.0 411.0
s5c1 50_2 339.0 410.0
s5c1 99_2 321.0 420.0
s5c1 99_3 326.0 413.0
s5c1 104_1 337.0 462.0
s5c1 104_2 340.0 449.0
s5c1 153_2 326.0 467.0
s5c1 153_3 335.0 455.0
s5c1 160_1 295.0 496.0
s5c1 160_2 311.0 495.0
s5c1 160_5 307.0 449.0
s5c1 160_6 291.0 437.0
s5c1 193_2 305.0 489.0
s5c1 193_3 323.0 487.0
s5c1 198_4 331.0 447.0
s5c1 198_5 347.0 446.0
s5c1 200_1 282.0 492.0
s5c1 200_2 297.0 497.0
s5c1 201_7 295.0 465.0
s5c1 201_8 313.0 457.0
s5c1 207_9 276.0 443.0
s5c1 207_10 272.0 427.0
s5c2 46_1 339.0 401.0
s5c2 46_2 354.0 398.0
s5c2 94_1 327.0 397.0
s5c2 94_2 341.0 389.0
s5c2 94_3 341.0 427.0
s5c2 94_4 352.0 412.0
s5c2 147_2 373.0 396.0
s5c2 147_3 385.0 392.0
s5c2 151_1 314.0 405.0
s5c2 151_2 328.0 406.0
s5c2 151_6 341.0 425.0
s5c2 151_7 341.0 409.0
s5c2 155_5 367.0 439.0
s5c2 155_6 350.0 436.0
s5c2 188_7 319.0 431.0
s5c2 188_8 304.0 424.0
s5c2 189_4 395.0 419.0
s5c2 189_5 395.0 406.0
s5c2 189_10 348.0 413.0
s5c2 189_11 338.0 404.0
s5c2 190_3 377.0 415.0
s5c2 190_4 365.0 401.0
s5c2 194_2 320.0 411.0
s5c2 194_3 327.0 400.0
s5c2 194_8 359.0 436.0
s5c2 194_9 368.0 434.0
s5c2 195_1 286.0 411.0
s5c2 195_2 299.0 409.0
s5c2 196_11 339.0 421.0
s5c2 196_12 354.0 421.0
s5c3 43_2 315.0 360.0
s5c3 43_3 306.0 344.0
s5c3 49_1 300.0 363.0
s5c3 49_2 286.0 353.0
s5c3 84_3 313.0 374.0
s5c3 84_4 321.0 362.0
s5c3 91_5 304.0 348.0
s5c3 91_6 308.0 331.0
s5c3 92_2 284.0 347.0
s5c3 92_3 290.0 333.0
s5c3 96_1 286.0 381.0
s5c3 96_2 303.0 385.0
s5c3 127_6 325.0 358.0
s5c3 127_7 323.0 347.0
s5c3 133_5 322.0 380.0
s5c3 133_6 308.0 378.0
s5c3 134_1 274.0 382.0
s5c3 134_2 265.0 368.0
s5c3 138_3 298.0 391.0
s5c3 138_4 294.0 383.0
s5c3 146_5 284.0 359.0
s5c3 146_6 281.0 348.0
s5c3 148_7 305.0 329.0
s5c3 148_8 300.0 317.0
s5c3 150_13 293.0 345.0
s5c3 150_14 312.0 349.0
s5c3 153_15 337.0 320.0
s5c3 153_16 330.0 315.0
s5c3 173_1 280.0 386.0
s5c3 173_2 281.0 370.0
s5c3 173_11 325.0 347.0
s5c3 173_12 326.0 335.0
s5c3 174_8 329.0 377.0
s5c3 174_9 314.0 372.0
s5c3 174_10 309.0 390.0
s5c3 174_11 304.0 380.0
s5c3 178_3 264.0 343.0
s5c3 178_4 250.0 326.0
s5c3 187_6 268.0 321.0
s5c3 187_7 283.0 321.0
s5c3 190_8 314.0 331.0
s5c3 190_9 305.0 320.0
s5c3 190_10 288.0 312.0
s5c3 190_11 276.0 303.0
s5c3 191_5 276.0 357.0
s5c3 191_6 284.0 345.0
s5c3 191_19 291.0 338.0
s5c3 191_20 283.0 330.0
s5c3 193_23 306.0 300.0
s5c3 193_24 325.0 286.0
s5c3 194_22 327.0 315.0
s5c3 194_23 335.0 299.0
s5c3 200_21 307.0 345.0
s5c3 200_22 323.0 340.0
s5c3 207_18 310.0 328.0
s5c3 207_19 320.0 314.0
s5c3 211_1 262.0 383.0
s5c3 211_2 251.0 382.0
s5c3 211_14 318.0 380.0
s5c3 211_15 331.0 373.0
s5c3 211_16 315.0 362.0
s5c3 211_17 306.0 353.0
s5c3 211_18 303.0 394.0
s5c3 211_19 310.0 392.0
s5c3 212_3 262.0 365.0
s5c3 212_4 273.0 359.0
s5c3 212_22 336.0 358.0
s5c3 212_23 324.0 348.0
s5c3 213_5 247.0 354.0
s5c3 213_6 263.0 348.0
s5c3 214_7 234.0 329.0
s5c3 214_8 248.0 323.0
s5c4 15_1 418.0 278.0
s5c4 15_2 414.0 267.0
s5c4 71_2 418.0 271.0
s5c4 71_3 428.0 261.0
s5c4 77_1 414.0 285.0
s5c4 77_2 420.0 278.0
s5c4 130_1 432.0 302.0
s5c4 130_2 417.0 295.0
s5c4 131_4 402.0 289.0
s5c4 131_5 406.0 274.0
s5c4 135_3 434.0 282.0
s5c4 135_4 421.0 280.0
s5c4 140_7 438.0 255.0
s5c4 140_8 425.0 240.0
s5c4 176_1 449.0 325.0
s5c4 176_2 451.0 309.0
s5c4 184_3 417.0 304.0
s5c4 184_4 410.0 287.0
s5c4 184_5 466.0 287.0
s5c4 184_6 481.0 280.0
s5c4 190_7 437.0 298.0
s5c4 190_8 446.0 291.0
s5c4 193_11 431.0 261.0
s5c4 193_12 438.0 247.0
s5c4 195_13 475.0 230.0
s5c4 195_14 463.0 223.0
s5c4 199_10 411.0 241.0
s5c4 199_11 429.0 240.0
s5c4 214_2 453.0 314.0
s5c4 214_3 471.0 318.0
s5c4 215_10 410.0 294.0
s5c4 215_11 422.0 295.0
s5c4 216_5 417.0 281.0
s5c4 216_6 404.0 274.0
s5c5 36_1 377.0 274.0
s5c5 36_2 365.0 274.0
s5c5 81_2 376.0 273.0
s5c5 81_3 363.0 260.0
s5c5 89_1 388.0 280.0
s5c5 89_2 389.0 265.0
s5c5 128_3 379.0 294.0
s5c5 128_4 381.0 285.0
s5c5 131_5 367.0 269.0
s5c5 131_6 368.0 255.0
s5c5 135_1 384.0 272.0
s5c5 135_2 397.0 271.0
s5c5 142_3 393.0 253.0
s5c5 142_4 397.0 239.0
s5c5 177_2 405.0 255.0
s5c5 177_3 413.0 245.0
s5c5 177_6 383.0 301.0
s5c5 177_7 373.0 290.0
s5c5 177_10 348.0 240.0
s5c5 177_11 360.0 240.0
s5c5 178_9 354.0 286.0
s5c5 178_10 341.0 274.0
s5c5 179_1 363.0 267.0
s5c5 179_2 373.0 250.0
s5c5 182_9 372.0 276.0
s5c5 182_10 382.0 269.0
s5c5 184_6 392.0 228.0
s5c5 184_7 394.0 212.0
s5c5 186_5 392.0 252.0
s5c5 186_6 385.0 244.0
s5c5 212_15 356.0 257.0
s5c5 212_16 361.0 237.0
s5c5 213_13 335.0 251.0
s5c5 213_14 344.0 247.0
s5c5 214_12 342.0 269.0
s5c5 214_13 337.0 262.0
s5c5 215_7 384.0 317.0
s5c5 215_8 374.0 305.0
s5c6 20_1 300.0 199.0
s5c6 20_2 290.0 193.0
s5c6 105_1 294.0 221.0
s5c6 105_2 307.0 219.0
s5c6 198_2 269.0 254.0
s5c6 198_3 286.0 253.0
s5c6 202_1 331.0 258.0
s5c6 202_2 321.0 249.0
s5c7 19_2 243.0 193.0
s5c7 19_3 261.0 192.0
s5c7 21_1 282.0 191.0
s5c7 21_2 271.0 183.0
s5c7 62_2 279.0 166.0
s5c7 62_3 269.0 170.0
s5c7 63_4 214.0 210.0
s5c7 63_5 225.0 196.0
s5c7 64_1 308.0 192.0
s5c7 64_2 296.0 184.0
s5c7 65_7 269.0 194.0
s5c7 65_8 279.0 184.0
s5c7 108_5 200.0 233.0
s5c7 108_6 211.0 224.0
s5c7 110_9 278.0 193.0
s5c7 110_10 281.0 177.0
s5c7 112_4 244.0 171.0
s5c7 112_5 239.0 163.0
s5c7 113_9 264.0 218.0
s5c7 113_10 263.0 209.0
s5c7 120_8 215.0 184.0
s5c7 120_9 219.0 170.0
s5c7 121_3 291.0 162.0
s5c7 121_4 305.0 153.0
s5c7 124_2 323.0 171.0
s5c7 124_3 322.0 153.0
s5c7 127_1 297.0 190.0
s5c7 127_2 308.0 186.0
s5c7 152_10 232.0 237.0
s5c7 152_11 228.0 215.0
s5c7 155_9 184.0 254.0
s5c7 155_10 195.0 245.0
s5c7 156_17 295.0 211.0
s5c7 156_18 307.0 205.0
s5c7 156_19 308.0 166.0
s5c7 156_20 289.0 164.0
s5c7 163_15 274.0 222.0
s5c7 163_16 263.0 206.0
s5c7 163_17 252.0 196.0
s5c7 163_18 258.0 183.0
s5c7 168_5 279.0 171.0
s5c7 168_6 269.0 156.0
s5c7 168_7 352.0 158.0
s5c7 168_8 368.0 158.0
s5c7 169_16 224.0 150.0
s5c7 169_17 229.0 132.0
s5c7 172_4 344.0 148.0
s5c7 172_5 329.0 139.0
s5c7 174_3 341.0 172.0
s5c7 174_4 339.0 162.0
s5c7 176_1 284.0 184.0
s5c7 176_2 281.0 171.0
s5c7 176_12 235.0 175.0
s5c7 176_13 240.0 166.0
s5c7 180_14 251.0 156.0
s5c7 180_15 251.0 149.0
s5c7 184_20 222.0 171.0
s5c7 184_21 211.0 171.0
s5c7 195_3 296.0 174.0
s5c7 195_4 278.0 171.0
s5c7 195_17 170.0 258.0
s5c7 195_18 173.0 247.0
s5c7 195_31 313.0 202.0
s5c7 195_32 301.0 191.0
s5c7 197_21 234.0 213.0
s5c7 197_22 236.0 201.0
s5c7 197_34 318.0 177.0
s5c7 197_35 313.0 165.0
s5c7 197_36 286.0 140.0
s5c7 197_37 276.0 132.0
s5c7 198_20 231.0 246.0
s5c7 198_21 220.0 241.0
s5c7 199_19 192.0 248.0
s5c7 199_20 208.0 246.0
s5c7 201_33 279.0 205.0
s5c7 201_34 289.0 209.0
s5c7 202_10 257.0 138.0
s5c7 202_11 262.0 120.0
s5c7 203_30 282.0 234.0
s5c7 203_31 294.0 225.0
s5c7 204_32 262.0 209.0
s5c7 204_33 257.0 192.0
s5c7 205_13 346.0 160.0
s5c7 205_14 352.0 147.0
s5c7 205_35 252.0 217.0
s5c7 205_36 248.0 208.0
s5c7 205_37 267.0 183.0
s5c7 205_38 262.0 168.0
s5c7 206_12 330.0 159.0
s5c7 206_13 332.0 147.0
s5c7 208_9 267.0 145.0
s5c7 208_10 279.0 142.0
s5c7 215_7 328.0 130.0
s5c7 215_8 342.0 132.0
s5c8 65_1 304.0 56.0
s5c8 65_2 299.0 50.0
s5c8 117_1 315.0 70.0
s5c8 117_2 299.0 66.0
s5c8 123_3 312.0 53.0
s5c8 123_4 298.0 47.0
s5c8 169_2 314.0 102.0
s5c8 169_3 309.0 88.0
s5c8 171_4 317.0 69.0
s5c8 171_5 323.0 49.0
s5c8 173_6 293.0 54.0
s5c8 173_7 298.0 35.0
s5c8 209_2 327.0 52.0
s5c8 209_3 316.0 46.0
s5c8 212_1 330.0 73.0
s5c8 212_2 314.0 72.0
s5c8 215_5 292.0 67.0
s5c8 215_6 301.0 53.0
s5c9 83_1 289.0 51.0
s5c9 83_2 278.0 50.0
s5c9 132_2 245.0 60.0
s5c9 132_3 247.0 53.0
s5c9 137_1 284.0 64.0
s5c9 137_2 286.0 54.0
s5c9 186_1 265.0 97.0
s5c9 186_2 272.0 88.0
s5c9 188_4 216.0 80.0
s5c9 188_5 228.0 71.0
s5c9 190_3 282.0 40.0
s5c9 190_4 289.0 27.0
s6c1 40_1 258.0 342.0
s6c1 40_2 258.0 335.0
s6c1 92_2 234.0 335.0
s6c1 92_3 251.0 335.0
s6c1 94_1 245.0 352.0
s6c1 94_2 269.0 351.0
s6c1 137_1 232.0 345.0
s6c1 137_2 251.0 341.0
s6c1 141_3 273.0 343.0
s6c1 141_4 260.0 324.0
s6c1 143_5 210.0 290.0
s6c1 143_6 225.0 295.0
s6c1 186_1 209.0 347.0
s6c1 186_2 205.0 336.0
s6c1 192_4 296.0 367.0
s6c1 192_5 289.0 360.0
s6c1 197_6 244.0 327.0
s6c1 197_7 247.0 316.0
s6c1 198_3 213.0 343.0
s6c1 198_4 225.0 331.0
s6c2 33_1 309.0 216.0
s6c2 33_2 316.0 201.0
s6c2 76_1 292.0 249.0
s6c2 76_2 308.0 249.0
s6c2 82_3 302.0 224.0
s6c2 82_4 307.0 219.0
s6c2 117_1 285.0 244.0
s6c2 117_2 297.0 242.0
s6c2 123_3 306.0 248.0
s6c2 123_4 307.0 233.0
s6c2 133_5 287.0 234.0
s6c2 133_6 285.0 221.0
s6c2 133_7 319.0 222.0
s6c2 133_8 317.0 209.0
s6c2 174_1 290.0 227.0
s6c2 174_2 304.0 221.0
s6c2 175_5 332.0 205.0
s6c2 175_6 327.0 192.0
s6c2 180_3 283.0 215.0
s6c2 180_4 296.0 213.0
s6c2 182_5 342.0 227.0
s6c2 182_6 341.0 215.0
s6c2 210_8 319.0 190.0
s6c2 210_9 336.0 183.0
s6c2 216_1 290.0 240.0
s6c2 216_2 284.0 233.0
s6c2 216_3 304.0 231.0
s6c2 216_4 306.0 218.0
s6c3 20_1 422.0 229.0
s6c3 20_2 433.0 227.0
s6c3 71_1 404.0 240.0
